Prompt;Response;Ground Truth
"Hugh, Count of Soissons
Hugh of Nesle (d. after October 1305), son of John IV, Count of Soissons, and his wife Marguerite of Rumigny. Count of Soissons. Hugh became count after the death of his brother John in 1304. Hugh married Jeanne de Dargies (Johanna of Argies), daughter of Renaud II, Seigneur de Dargies and Catheux, and his wife Agnes de Bruyères. Hugh and Jeanne had one child: After his death, Hugh’s widow Jeanne married John of Clermont, Baron of Charolais, son of Robert, Count of Clermont, and so grandson of Louis IX of France. Hugh was succeeded in his rule of the county by his daughter Margaret.

Jeanne of Hainault
Jeanne (or Johanna) of Hainault (1323 – December 1350) was ruling Countess of Soissons from 1344 until 1350. She was a daughter of John of Beaumont, lord of Beaumont and Margaret of Soissons. She succeeded her mother in 1344 as Countess of Soissons. Jeanne first married Louis II, Count of Blois. Together they had three sons: Louis II died in 1346 at the battle of Crécy and Jeanne remarried to William I, Marquis of Namur. They had no children. She died in 1350 from the Black Death.

Marie of Luxembourg, Countess of Vendôme
Marie of Luxembourg( died 1 April 1547) was a French princess, the elder daughter and principal heiress of Peter II of Luxembourg, Count of Saint- Pol and Soissons, and Margaret of Savoy, a daughter of Louis I, Duke of Savoy. She belonged to the French, cadet branch of a dynasty which had reigned as Dukes of Luxembourg, and whose senior line provided several Holy Roman Emperors, before becoming extinct in 1437. Her paternal grandparents were Louis of Luxembourg, Count of Saint- Pol and Brienne and Jeanne de Bar, Countess of Marle and Soissons. Her maternal grandparents were Louis I, Duke of Savoy and Princess Anne of Cyprus.

Who is the paternal grandmother of Jeanne Of Bar, Countess Of Marle And Soissons?";Jeanne de Bar;Marie I de Coucy, Countess of Soissons
"The Red Eagle
""The Red Eagle"" was released in Thailand on October 7, 2010. The film had its international premiere at the 15th Busan International Film Festival on October 10. ""The Red Eagle""'s Thai box office returns have been described as ""underperformed"" and ""disappointing"".

Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Academy Award for Best Director
1976 - Wertmüller! Lina Wertmüller for Seven Beauties 1993 - Campion! Jane Campion for Piano! The Piano 2003 - Coppola! Sofia Coppola for Lost in Translation 2009 - Bigelow! Kathryn Bigelow for Hurt! The Hurt Locker 2017 - Greta Gerwig for Lady Bird

Which film has the director who died later, September Affair or A Gathering Of Eagles?";"""September Affair"" director died later.";A Gathering Of Eagles
"Bidita Bag
Bidita Bag( born 30 September 1991) is an Indian actress and a professional model. She has a varied portfolio when it comes to print advertisements, TV commercials and films. She is mostly known for her inclination towards socio-political films.

Samita Bangargi
Samita Bangargi is an Indian actress, known for Ramji Londonwaley, Shaadi Ka Laddoo and Yeh Kya Ho Raha Hai ?.

Bhaunri
Bhaunri is a 2015 Odia art- house film directed by Sudhanshu Mohan Sahoo and starring Arindam Roy and Mihir Das. This is the debut Oriya film of Bollywood actor Bidita Bag. The movie was released to great fanfare in Bhubaneshwar and Cuttack on 1 January 2015 and was well received.

Which film was released more recently, Bidasari or Tangled Trails?";Bidasari;Bidasari
"Bio Zombie
Bio Zombie  is a 1998 Hong Kong zombie comedy film, starring Jordan Chan. It spoofs George A. Romero's ""Dawn of the Dead"" and shows many similarities to Peter Jackson's ""Braindead"".

Zombie Lake
Zombie Lake () is a 1981 Spanish-French horror film directed by Jean Rollin and Julian de Laserna. The film starred Howard Vernon as the mayor of a small French town that is plagued by Nazi zombies who were killed by the town's villagers 10 years earlier. It was distributed by Eurociné.

Reel Zombies
Reel Zombies is a 2008 Canadian zombie film directed by David J. Francis and Mike Masters. It is the third film in a loose trilogy that includes ""Zombie Night"" and . Shot in documentary style, it depicts a film crew that attempts to follow up on their low budget zombie films during an outbreak of a real zombie apocalypse.

Which film has the director who is older, King Of The Zombies or Mon Oncle Benjamin?";Mon Oncle Benjamin (1968) directed by Edouard Molinaro, who was born in 1928, is older than King of the Zombies (1941) directed by Jean Yarbrough.;King Of The Zombies
"Scattering Dad
Scattering Dad is a 1998 American made-for-television drama film directed by Joan Tewkesbury and starring Olympia Dukakis and Andy Griffith. It aired on CBS on January 4, 1998.

Maria Stark
Hope Davis portrays Maria Stark in Captain America: Civil War. In the film, it shows her death along with her husband's was carried out by the Winter Soldier for Hydra. Producer Kevin Feige revealed that another actress had been cast to appear as the character in Iron Man 3 in a flashback sequence that did not make the final cut of the film.

Who's the Boss?
Tony Danza as Tony Micelli Judith Light as Angela Robinson Bower Alyssa Milano as Samantha Micelli Danny Pintauro as Jonathan Bower Katherine Helmond as Mona Robinson

Where does Kitty Dukakis's husband work at?";Michael Dukakis works at Northeastern University.;UCLA
"Santa Claus: The Movie
David Huddleston as Santa Claus, the Christmas figure who delivers presents to every child in the world on Christmas Eve.

𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Santa Claus's reindeer
The enduring popularity of the Christmas song ``Rudolph the Red - Nosed Reindeer ''has led to Rudolph often joining the list, bringing the number of Santa Claus's reindeer up to nine.

Which film came out first, Poznań '56 or The Last Day Of School Before Christmas?";Poznań '56.;The Last Day Of School Before Christmas
"Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Quo Vado?
Quo vado? is a 2016 Italian comedy film directed by Gennaro Nunziante. It was released on January 1, 2016. The film is the highest- grossing Italian film in Italy.

Ever Been to the Moon?
Ever Been to the Moon? is a 2015 Italian romantic comedy film written and directed by Paolo Genovese and starring Raoul Bova and Liz Solari. The theme song ""Sei mai stata sulla Luna?"" by Francesco De Gregori won the Nastro d'Argento for Best Song.

Which film has the director died later, Saturday Night Out or An Italian Romance?";"The director of ""Saturday Night Out"" died later.";An Italian Romance
"Madagascar (2005 film)
Ben Stiller as Alex, a lion. Tom McGrath explained that ``Ben Stiller was the first actor we asked to perform, and we knew we wanted his character, Alex, to be a big performing lion with a vulnerable side. ''

Lion hunting
Lion hunting is the act of hunting lions. Lions have been hunted since antiquity.

The Lion King (2019 film)
Plans for a Lion King remake were confirmed in September 2016 following the success of Favreau's Jungle Book adaptation. Much of the main cast signed on in early - 2017 and principal photography began that summer on a blue screen stage in Los Angeles. The film is scheduled to be released on July 19, 2019.

Which film has the director born earlier, To Walk With Lions or The Grizzlies?";To Walk With Lions;To Walk With Lions
"Isabella of Aragon, Queen of France
Isabella of Aragon (1248 – 28 January 1271) was Queen of France from 1270 to 1271 by marriage to Philip III of France.

Isabella of Aragon, Queen of Portugal
Isabella, Princess of Asturias (2 October 1470 – 23 August 1498) was a Queen consort of Portugal and heir presumptive of King Ferdinand II of Aragon and Queen Isabella I of Castile, as their eldest daughter. Her younger siblings were John, Prince of Asturias, Queen Joanna I of Castile, Maria, Queen of Portugal and Catherine, Queen of England.

Isabella of Valois
Isabella of France (9 November 1389 – 13 September 1409) was Queen of England as the second spouse of King Richard II. Her parents were King Charles VI of France and Isabeau of Bavaria. She married the king at the age of six and was widowed three years later. She later married Charles, Duke of Orléans, dying in childbirth at the age of nineteen. Isabella's younger sister, Catherine, was Queen of England from 1420 until 1422, married to Henry V and mother of Henry VI.

What nationality is Isabella Of England's mother?";Isabeau of Bavaria is French.;France
"Ingmarsö
Ingmarsö is an island located in the Stockholm archipelago in Sweden.

Villa Maria
Villa Maria or Villamaria may refer to:

Pancho Villa Returns
Pancho Villa Returns is a 1950 film directed by Miguel Contreras Torres and starring Leo Carrillo as the famous Mexican revolutionary general, Pancho Villa. Made simultaneously with ""Vuelve Pancho Villa"", this film used the same script but the other film had Pedro Armendariz playing Villa instead of Carrillo.

Which film has the director who is older, Villa!! or Sons Of Ingmar?";Villa!!;Sons Of Ingmar
"The Soul of Ben Webster
The Soul of Ben Webster is an album by American jazz saxophonist Ben Webster featuring tracks recorded in 1958 for the Verve label.

Ben Webster (disambiguation)
Ben Webster( 1909 – 1973) was an American jazz tenor saxophonist. Ben Webster may also refer to:

Webster, Pennsylvania
Webster is a census-designated place located in Rostraver Township, Westmoreland County in the state of Pennsylvania. The community is located along Pennsylvania Route 906. It was laid out in 1833 by Benjamin Beazell, and named for the Federalist statesman Daniel Webster. As of the 2010 census the population was 255 residents.

Who lived longer, Huchtenburg or Benjamin Nottingham Webster?";Benjamin Nottingham Webster.;Huchtenburg
"Countess Johanna Magdalene of Hanau-Lichtenberg
Countess Johanna Magdalene of Hanau- Lichtenberg( 18 December 1660, Bischofsheim am Hohen Steg – 21 August 1715, Hanau) was a daughter of Johann Reinhard II of Hanau- Lichtenberg( 1628 – 1666) and the Countess Palatine Anna Magdalena of Birkenfeld- Bischweiler( 1640 – 1693). She died on 21 August 1715 and is said to have been buried in the St. Mary's Church in Hanau.

Johanna Sibylla of Hanau-Lichtenberg
Johanna Sibylla of Hanau- Lichtenberg( 6 July 1564 at Château de Lichtenberg – 24 March 1636 in Runkel) was the first child of Philipp V, Count of Hanau- Lichtenberg from his first marriage with Countess Ludowika Margaretha of Zweibrücken- Bitsch( 1540- 1569).

Countess Charlotte of Hanau-Lichtenberg
Charlotte, Countess of Hanau- Lichtenberg, full name:"" Countess Charlotte Christine Magdalene Johanna of Hanau- Lichtenberg""( 2 May 1700, Bouxwiller – 1 July 1726, Darmstadt) was the wife of landgrave Louis VIII of Hesse- Darmstadt.

Where was the mother of Louise Sophie Of Hanau-Lichtenberg born?";Bouxwiller.;Strasbourg
"Katharina von Zimmermann
Katharina von Zimmermann (1756 - 10 September 1781) was a doctor's daughter, originally from central Switzerland, who died young. She is known to posterity chiefly on account of her friendship with Goethe, who wrote about her.

Countess Johanna Magdalene of Hanau-Lichtenberg
Countess Johanna Magdalene of Hanau- Lichtenberg( 18 December 1660, Bischofsheim am Hohen Steg – 21 August 1715, Hanau) was a daughter of Johann Reinhard II of Hanau- Lichtenberg( 1628 – 1666) and the Countess Palatine Anna Magdalena of Birkenfeld- Bischweiler( 1640 – 1693). She died on 21 August 1715 and is said to have been buried in the St. Mary's Church in Hanau.

Anna Margaret of Hesse-Homburg
Anna Margaret of Hesse-Homburg, (31 August 1629 in Homburg – 3 August 1686 in Oberkotzau), was a Landgravine of Hesse-Homburg by birth and by marriage Duchess of Schleswig-Holstein-Sonderburg-Wiesenburg.

Who was born later, Anna Margarete Stegmann or Mouloud Feraoun?";Mouloud Feraoun;Mouloud Feraoun
"Prince Henri of Orléans
Prince Henri of Orléans( 16 October 1867 – 9 August 1901) was the son of Prince Robert, Duke of Chartres, and Princess Françoise of Orléans.

Princess Françoise of Orléans (1844–1925)
Françoise of Orléans (Françoise Marie Amélie; 14 August 1844 – 28 October 1925) was a member of the House of Orléans and by marriage Duchess of Chartres.

Prince Jean, Duke of Guise
Prince Jean of Orléans, Duke of Guise (Jean Pierre Clément Marie; 4 September 1874 – 25 August 1940), was the third son and youngest child of Prince Robert, Duke of Chartres (1840–1910), grandson of Prince Ferdinand Philippe and great-grandson of Louis Philippe I, King of the French. His mother was Françoise of Orléans, daughter of François, Prince of Joinville, and Princess Francisca of Brazil.

Who is the paternal grandmother of Prince Robert, Duke Of Chartres?";Princess Clementine of Orléans.;Maria Amalia of Naples and Sicily
