Prompt;Response;Ground Truth
"Countess Alexandra von Zarnekau
Countess Alexandra Constantinovna von Zarnekau (Russian: графиня Александра Константиновна Зарнекау, 10 May 1883 - 28 May 1957) was the eldest daughter of Duke Constantine Petrovich of Oldenburg and his morganatic wife, Agrippina Japaridze, Countess von Zarnekau. At age 17, on 11 February 1900, Countess Alexandra married Prince George Alexandrovich Yuryevsky, the son of Tsar Alexander II by his mistress (and later wife), Ekaterina Mikhailovna Dolgorukova, the Princess Yourievskya. They were married at Nice, France, and had one child, Prince Alexander Georgievich Yourievsky, who was born 20 December 1901. Alexandra and George divorced in 1908. Countess Alexandra married secondly to Leo Vassilievich Narishkin on 17 October 1908 at Paris, France. During the First World War, Countess Alexandra worked as an administrator of the Russian hospital at Saloniki. After the war, she settled in Paris, France. She died there on 28 May 1957 at age 74.

Who is Countess Alexandra Von Zarnekau's paternal grandmother?";Grand Duchess Alexandra Nikolaevna of Russia;Princess Therese of Nassau-Weilburg
"God in Heaven... Arizona on Earth
God in Heaven ... Arizona on Earth is a 1972 Spanish western film directed by Juan Bosch and starred by Peter Lee Lawrence, Frank Braña, Maria Pia Conte and Roberto Camardiel.

Which film was released earlier, Gangai Karai Paattu or God In Heaven... Arizona On Earth?";Gangai Karai Paattu;God In Heaven... Arizona On Earth
"Elisabeth of Hesse, Electress Palatine
Elisabeth of Hesse (13 February 1539 – 14 March 1582) was a German noblewoman. She was a daughter of Philip I, Landgrave of Hesse and Christine of Saxony, daughter of George, Duke of Saxony. On 8 July 1560 she married Louis VI, Elector Palatine. They had the following children:

Where did Elisabeth Of Hesse, Electress Palatine's mother die?";Dresden.;Kassel
"Where Are You? (1937 song)
"" Where Are You?"" is a popular song composed by Jimmy McHugh, with lyrics by Harold Adamson. The song was written for the 1937 film"" Top of the Town"" and was originally performed by Gertrude Niesen. Niesen also made a commercial recording of the song for Brunswick Records and this was popular. "" Where Are You?"" has been recorded by many performers.

What is the place of birth of the performer of song Thru Your Phone?";Los Angeles, California;Bronx
"Ulysses S. Grant Jr.
Ulysses Simpson ""Buck"" Grant Jr. (July 22, 1852 – September 25, 1929) was an American attorney and entrepreneur. He was the second son of President Ulysses S. Grant.

Where did Ulysses S. Grant Jr.'s father graduate from?";West Point Military Academy;Army
"Amy Makes Three
Amy Makes Three is an upcoming American psychological thriller, written and directed by Josh Sternfeld. Principal photography began on June 23, 2015 in Wappingers Falls, Dutchess County in upstate New York.

Are the movies Amy (2015 Film) and Manhattan Angel, from the same country?";Yes.;no
"Charles Amadeus, Duke of Nemours
Charles Amadeus of Savoy, Duke of Nemours( 12 April 162430 July 1652) was a French military leader and magnate. He was the father of the penultimate Duchess of Savoy and of a Queen of Portugal.

What is the date of birth of Marie Jeanne Baptiste Of Savoy-Nemours's husband?";12 April 1624;20 June 1634
"Rocket Attack U.S.A.
Rocket Attack U.S.A., also known as Five Minutes to Zero, is a 1958 propaganda espionage/science fiction film produced, directed and edited by Barry Mahon who intended to exploit the launching of Sputnik. It was featured on a 1990 episode of ""Mystery Science Theater 3000"", as well a 1986 episode of ""The Canned Film Festival"".

Where was the director of film Rocket Attack U.S.A. born?";Michigan.;Bakersfield, California
"A Nice Hot Bath With...
A Nice Hot Bath With ... is the name of a Crazy Penis album produced in 1999.

When was the composer of song Hot Time In The Town Of Berlin born?";1940;November 7, 1916
"Portrait of Lorenzo Cybo
Portrait of Lorenzo Cybo( 1524) is a painting by the Italian late Renaissance artist Parmigianino. It is housed in the Statens Museum for Kunst, Copenhagen, Denmark.

Where was the place of burial of Lorenzo Cybo's mother?";Naples;St. Peter's Basilica
"Fernando Fragata
Filmmaker Fernando Fragata started his career in Portugal with the short film Love& Alchemy, which won him several International awards for best short film and best director. His other Portuguese films include the romantic comedy Sweet Nightmare and the critically acclaimed action comedy Chasing Life( Pulsação Zero). In 2004 he wrote and directed the mystery crime The Trunk( Sorte Nula), which became the top grossing Portuguese film of that year. Backlight came in 2010 and again broke box office records in his home country.

Are the directors of films Back To Back (1996 Film) and The White Hen both from the same country?";Yes.;yes
"Katka's Reinette Apples
Katka's Reinette Apples  is a 1926 Soviet silent drama film directed by Fridrikh Ermler and Eduard Ioganson. The film's art direction was by Yevgeni Yenej.

Where was the director of film Katka'S Reinette Apples born?";Russia;Rēzekne
"Renaud II, Count of Soissons
Renaud II (died 1099), son of William Busac, Count of Eu and Soissons, and Adelaide, Countess of Soissons. Count of Soissons. It is unclear when Renaud assumed the countship of Soissons from his disgraced father. The latter was stripped of the County of Eu in 1050 but it is unclear when he relinquished the countship of Soissons. Alberic of Trois-Fontaines identifies Renaud in his ""Chronicles"" but little is known about his rule. It is not known whether Renaud married or had any children. Upon the death of Renaud, his brother John became the Count of Soissons.

Who is the paternal grandmother of Renaud Iii, Count Of Soissons?";Adela of Ponthieu.;Adelaide, Countess of Soissons
"George Frederick, Count of Erbach-Breuberg
George Frederick, Count of Erbach- Breuberg( 6 October 1636 – 23 April 1653), was a German prince member of the House of Erbach and ruler over Breuberg. He was the eldest child of George Albert I, Count of Erbach- Schönberg and his third wife Elisabeth Dorothea, a daughter of George Frederick II, Count of Hohenlohe- Waldenburg in Schillingsfürst.

Who is George Frederick, Count Of Erbach-Breuberg's paternal grandfather?";George III, Count of Erbach-Breuberg;George III, Count of Erbach-Breuberg
"Here Comes the Bride
Here Comes the Bride may refer to:

Which film has the director died later, Dissolved And Effused or Here Comes The Groom?";Dissolved And Effused.;Dissolved And Effused
"Chronicles of a Dive Bomber
Chronicles of a Dive Bomber  is a 1967 Soviet war film directed by Naum Birman based on the novel of the same name by Vladimir Kunin about the everyday life of frontline aviation during the Great Patriotic War.

What is the place of birth of the director of film Chronicles Of A Dive Bomber?";Moscow, Russia.;Leningrad
"Johnny Prez
Johnny Prez( or J Prez as he often calls himself)( Born December 4, 1978) is a reggaetón music artist from Rio Piedras, Puerto Rico.

What nationality is the singer of Pre (Band)?";Puerto Rican;Japan
"Anna of Nassau-Dillenburg (1541–1616)
Anna of Nassau- Dillenburg( 21 September 1541 in Dillenburg – 12 February 1616 in Weilburg) was a daughter of Count William"" the Rich"" of Nassau- Dillenburg and his second wife, Juliana of Stolberg. She married Count Albert of Nassau- Weilburg on 16 June 1559 and had the following children:

Who is Anna Of Nassau-Dillenburg (1541–1616)'s maternal grandmother?";Anna of Nassau-Dillenburg's maternal grandmother is Catherine of Hanau-Münzenberg.;Anna of Eppstein-Königstein
"Different from Whom?
Different from Whom? is a 2009 Italian comedy film directed by Umberto Carteni. It was nominated for four David di Donatello, for best new director, best actor, best actress and best supporting actor( Filippo Nigro) and for three Nastri d'argento, for best comedy film, best script and best producer.

Which film has the director who was born later, Fugitive Rage or Neapolitan Carousel?";Neapolitan Carousel.;Fugitive Rage
"Grand Duke George of Russia
There have been several dynasts of Russian Imperial House whose name is George: Currently, also son of Maria Vladimirovna of Russia, uses the designation Grand Duke George Mikhailovitch of Russia.

Who is the father-in-law of Prince Feodor Alexandrovich Of Russia?";Grand Duke George Mikhailovitch of Russia;Grand Duke Paul Alexandrovich of Russia
"Taxi Driver (disambiguation)
Taxi Driver is a 1976 Martin Scorsese film. Taxi Driver may also refer to:

Where did the director of film Battle Taxi die?";Orinda, California.;Moreno Valley
"Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

Are the directors of both films I Can'T Marry Them All and Come To The Stable from the same country?";"Hiroshi Inagaki, Zoku Miyamoto Musashi: Ichijôji no kettô.
Yes.";yes
"Johan Bardoul
Johan Bardoul (born 16 June 1987) is a New Zealand rugby union player who currently plays as a loose forward for the Coca-Cola Red Sparks in the Top Challenge League. Despite a long and illustrious career Johan still maintains a desire to represent Te Awamutu Sports as the pinnacle of Waikato club rugby

Who was born first out of Johan Bardoul and Peter Seton Hay?";Peter Seton Hay;Peter Seton Hay
"William I, Marquis of Namur
William I, Marquis of Namur,"" the Rich"",( 1324 – 1 October 1391) was Count of Namur from 1337 until his death.

When did Philip Iii, Marquis Of Namur's father die?";1337;31 January 1330
"Morten Poulsen
Morten Poulsen( born 9 September 1988) is a Danish professional ice hockey forward who currently plays for Herning Blue Fox in the Danish Metal Ligaen( DEN).

Who was born first out of Adnen Helali and Maria Poulsen?";Adnen Helali.;Adnen Helali
"Irvine Welsh's Ecstasy
Irvine Welsh's Ecstasy is a 2011 Canadian film adaptation of the short story from the best- selling book by Irvine Welsh. Directed by Rob Heydon, the film stars Adam Sinclair as Lloyd Buist, a drug user who smuggles ecstasy from Amsterdam. Kristin Kreuk plays his love interest, Heather Thompson.

Which film came out first, Legend Of The Sea Wolf or Irvine Welsh'S Ecstasy?";Irving Welsh's Ecstasy.;Legend Of The Sea Wolf
"Christina Lund Madsen
Christina Lund Madsen is a Danish bridge player and journalist. Lund Madsen is the editor of the Danish Bridge magazine. On June 11, 2015 Lund Madsen won a talent award/ scholarship from HRH Prince Henrik of Denmark as a bridge player and role model/ communicator of bridge.

Are both Lise Kristiansen and Bernt Lund from the same country?";Yes.;yes
"Kham Keut
Kham Keut (also ""Kham-KertKham Keul"") was a king of Lan Xang, and ruled from 1436 to 1438. He was the son of King Samsenethai, who had ruled from 1373 to 1416, and his mother was said to be a palace slave. On his accession to the throne in 1436, he claimed to be a reincarnation of his father. His reign was ended by his death, from a fit, in 1438.

What nationality is Kham Keut's father?";Lao;Lao
