Prompt;Response;Ground Truth
"Lester Picker (September 26, 1905 – May 10, 1930) was an American amateur radio operator famous in the early 1920s. Picker achieved fame when he fell when erecting an aerial for his radio. He broke his neck as a result of the fall and was paralyzed. Picker, who operated under the call signs of 6AJH and 6ZH and lived in San Diego, California, was also the District Superintendent for the American Radio Relay League.

When was Britannicus's father born?";September 26, 1905.;1 August 10
"Tiberius Claudius Caesar Britannicus( c. 12 February AD 41 – 11 February AD 55), usually called Britannicus, was the son of Roman emperor Claudius and his third wife Valeria Messalina. For a time he was considered his father's heir, but that changed after his mother's downfall in 48, when it was revealed she had engaged in a bigamous marriage without Claudius' knowledge. The next year, his father married Agrippina the Younger, Claudius' fourth and final marriage. Their marriage was followed by the adoption of Agrippina's son, Lucius Domitius, whose name became Nero as a result. His step- brother would later be married to his sister Octavia, and soon eclipsed him as Claudius' heir. Following his father's death in October 54, Nero became emperor. The sudden death of Britannicus shortly before his fourteenth birthday is reported by all extant sources as a poisoning on Nero's orders—as Claudius' natural son, he represented a threat to Nero's claim to the throne.

Which film has the director who is older than the other, Lemming (Film) or Hunger For Love? ";Lemming film.;Hunger For Love
"Hunger for Love () is a 1968 Brazilian drama film directed by Nelson Pereira dos Santos. It was entered into the 18th Berlin International Film Festival.

Who was born first, João De Aquino or Yacine Slatni?";João De Aquino;João De Aquino
"Adelina Stehle (born Graz, 30 June 1860 – died Milan, 24 December 1945) was an Austrian-born operatic soprano, associated almost entirely with the Italian repertory. She studied singing in Milan and debuted as Amina in 1881 in Broni in Lombardy. Her career eventually brought her to La Scala in 1890 where she flourished. She took part in a series of important premieres in the 1890s. In 1893 she was the first Nannetta in Verdi's Falstaff to the Fenton of her husband, Edoardo Garbin, and they were later important in the popularization of Puccini's La bohème.

Are The Pursuit Of Happiness (1934 Film) and East Lynne (1931 Film) from the same country?";No.;yes
"And the Pursuit of Happiness is a 1986 documentary film for television directed by Louis Malle about the experiences of immigrants in the United States during the 1980s. It was originally released as part of HBO's America Undercover series on Independence Day 1986. It was screened in the Un Certain Regard section at the 1987 Cannes Film Festival. It was released on public television in 1988 and won a Peabody Award the following year.

Who was born first, Lamine Fomba or Michael Hagan?";Lamine Fomba;Michael Hagan
"Helen Eugenia Hagan (10 January 1891 – 6 March 1964) was an American pianist, music educator and composer of African descent.

What is the place of birth of the director of film The New Kids?";Sean S. Cunningham.;New York
"The New Kids is a 1985 American horror-thriller film, directed by Sean S. Cunningham and starring Shannon Presby and Lori Loughlin. The film was released on January 18, 1985, by Columbia Pictures.

Which film was released earlier, It'S Never Too Late To Mend or The Bride'S Journey?";It'S Never Too Late To Mend.;It'S Never Too Late To Mend
"The Bride's Journey  is a 1997 Italian comedy drama film written, directed and starred by Sergio Rubini.

What nationality is Henry De Beaumont, 5Th Earl Of Warwick's father?";English;England
"Henry de Beaumont, 5th Earl of Warwick (c. 1192 – 10 October 1229), Earl of Warwick, and by marriage Lord of Hocknorton (Hook Norton) and Hedenton (Headington) in Oxfordshire, was the son of Waleran de Beaumont, 4th Earl of Warwick and Margaret. He was also known as Henry de Newburgh.

Who is the spouse of the director of film The Untouched Woman?";Unknown;Käthe von Nagy
"The Untouched Woman (German: Die unberührte Frau) is a 1925 German silent film directed by Constantin J. David and starring Mary Nolan, Tamara Geva and Alf Blütecher. The film's sets were designed by the art director Karl Görge.

Which film has the director who was born later, I'Ll Take Sweden or His Majesty, The American?";"""I'll Take Sweden.""";I'Ll Take Sweden
"I'll Take Sweden is a 1965 comedy film directed by Frederick de Cordova, and starring Bob Hope, Frankie Avalon, and Tuesday Weld.

Where was the place of death of the director of film The Iron Man (Serial)?";Los Angeles, California.;Los Angeles County
"A Man of Iron (also known as The Iron Man) is a lost 1925 silent film produced and directed by Whitman Bennett and distributed through Chadwick Pictures. The film starred Lionel Barrymore.

What is the place of birth of the director of film Crazy Alien?";China.;Taiyuan
"Crazy Alien  is a 2019 Chinese science-fiction comedy film directed by Ning Hao and written by Sun Xiaohang, Wu Nan, Dong Runnian, Liu Xiaodan and Pan Yiran. The film stars Huang Bo and Shen Teng in the lead roles. It was released in China on February 5, 2019, the Chinese New Year.

Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?";Trujillo(BigDecimal de Santa Maria), Spain;Palencia
"Sancha of Castile (–1179) was daughter of Alfonso VII of León and Castile and his first wife Berengaria of Barcelona. Sancha was the fifth child of seven born to her parents. On 20 July 1153, Sancha married Sancho VI of Navarre. He is responsible for bringing his kingdom into the political orbit of Europe. As la reyna de Navarra, filla del emperador (the queen of Navarre, daughter of the Emperor) her August 1179 death was reported in the Annales Toledanos.

Where does the director of film Shock Treatment (1964 Film) work at?";British Film Institute;San Diego State University
"Shock Treatment is a 1973 French drama film directed by Alain Jessua. It was released in the UK by distributor Antony Balch as Doctor in the Nude.

Which film has the director who died earlier, Father Makes Good or The Power Of A Lie?";Father Makes Good;The Power Of A Lie
"Father Makes Good is a 1950 American comedy film directed by Jean Yarbrough and written by D.D. Beauchamp. The film stars Raymond Walburn, Walter Catlett, Gary Gray, Mary Stuart, Barbara Brown and Olin Howland. The film was released on May 7, 1950, by Monogram Pictures.

Which film came out earlier, Rajapart Rangadurai or At Sword'S Edge?";Rajapart Rangadurai;At Sword'S Edge
"At Sword's Edge( Italian A fil di spada) is a 1952 Italian swashbuckler film directed by Carlo Ludovico Bragaglia and starring Frank Latimore, Milly Vitale and Pierre Cressoy. It was shot at Cinecittà Studios in Rome. The film's sets were designed by the art directors Mario Chiari and Gianni Polidori.

Where did the director of film Saadia (Film) graduate from?";Harvard University.;Harvard
"Saadia is a 1953 adventure film directed by Albert Lewin and starring Mel Ferrer and Cornel Wilde. Set in Morocco, and based on a novel by the French writer Francis D'Autheville, it tells of a love triangle.

Which film has the director born later, The Last Company or Anand Ashram?";Anand Ashram;Anand Ashram
"The Last Company is a 1930 German war film directed by Curtis Bernhardt and starring Conrad Veidt, Karin Evans and Erwin Kalser. It was part of the popular cycle of Prussian films which portrayed patriotic scenes from Prussian history. The film's art direction was overseen by Andrej Andrejew. It was shot on location around Havelland in Brandenburg. It is also known by the alternative title Thirteen Men and a Girl. It was later remade in 1967 as A Handful of Heroes.

Where does Princess Rym Al-Ali's father work at?";Royal Jordanian Airlines.;United Nations
"Princess Rym al-Ali (born 1969) is the Algerian wife of Prince Ali bin Hussein of Jordan, whom she married on September 7, 2004. She is the daughter of Lakhdar Brahimi, former Algerian Minister for Foreign Affairs and senior UN official. Her mother, Mila Bacic, is of half Croatian and half Armenian descent. She was raised in Great Britain and Algeria, and was educated in France and the United States. She and Prince Ali live in Amman with their two children Princess Jalila bint Ali and Prince Abdullah bin Ali.

Who was born later, Saulo Torón Navarro or Jim Sterling?";Jim Sterling was born later.;Jim Sterling
"Serjio Roberto Livingstone Pohlhammer( 26 March 1920 – 11 September 2012), later simply known as Sergio Livingstone, was a Chilean goalkeeper, who later became a well regarded journalist. He was nicknamed El Sapo for his typical posture in the goal mouth. From 1938 – 59 he played primarily for CD Universidad Católica in Santiago. With Chile he took part in seven Copa América and one FIFA World Cup.

Who is older, Adam Quick or Vicente Costa?";Adam Quick;Vicente Costa
"António Maria de Mello Breyner Félix da Costa (born 31 August 1991) is a Portuguese professional racing driver, and DS Techeetah driver. He is perhaps best known for winning the Macau Grand Prix invitational Formula Three race in 2012 and 2016, as well as the Formula Renault 2.0 Northern European Cup in 2009. He is the younger half-brother of Duarte Félix da Costa, also a racing driver, who primarily competes in sportscar racing. After progressing through various levels of the junior formulae motorsport ladder, Félix da Costa's breakthrough year came during the 2012 season. Having started the season driving for the Carlin team in the GP3 Series, Félix da Costa was selected to join the Red Bull Junior Team, replacing Formula Renault 3.5 Series driver Lewis Williamson, who had failed to score a point in the first three meetings of the season. Félix da Costa assumed Williamson's drive with the Arden Caterham team, where he ultimately won four of the final five races to be held in the campaign en route to fourth position in the final championship standings, just 23 points behind eventual champion Robin Frijns. Félix da Costa moved to the Arden Caterham team full-time for the 2013 season. Both Félix da Costa and Frijns received tests with the Red Bull Racing Formula One team for the Young Drivers' test in Abu Dhabi – Félix da Costa's second such appearance at the tests, after driving for Force India in – with Félix da Costa setting the pace on the second day. He completed the season with the first Portuguese victory in the Macau Grand Prix in 58 years, leading every racing lap of the meeting en route to victory.

Who was born first, Marie-Eugène De L'Enfant-Jésus or Kenneth Johnson (Filmmaker)?";Marie-Eugène De L'Enfant-Jésus.;Marie-Eugène De L'Enfant-Jésus
